,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre-Ratings Calculations,,,,,,,Ratings - Price,,,,,,,,,Ratings - Market,,,,,Ratings - Team,,,,,,,,,,,,,,,,Ratings - Business Model,,,,,,,,,Ratings - Performance,,,,,,,,Ratings - Diffrentiation ,,,,,,,,,Overall Ratings (Avg),,,Overall Ratings (Scaled Sum)
Dan,1777011,SoapSox,09/20/2019 10:27 AM,StartEngine,https://www.startengine.com/soapsox,https://www.sec.gov/Archives/edgar/data/1777011/000166516020000152/xslC_X01/primary_doc.xml,2/21/2020,Phillips Entertainment Group Inc.,SoapSox,Consumer Goods,Non-Tech,Growth,Series A,RegCF,,Equity - Common,,,"$6,200,000",,,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$7,980,000,000",$5B-$10B,"$4,980,000,000",$1B-$5B,8.0%,0%-10%,3,High,Low,Obviously better than others,,,No,Yes,Yes,Yes,"$759,911",$691,"$466,986",0.15%,Pre-Profit,,Yes,9,1,No,No,Yes,No,1,2,0,0,,9,0,0,43,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,0.00,0.00,43.00,35 - 54,0.15%,,4.8,,,,4.8,Equity - Common,28.6%,Growth,,2.7,1.4,2.1,No,,1.9,1.0,1.0,1.3,35 - 54,67%,1,48%,2,14%,No,73%,No,Yes,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,5.0,1.2,5.0,1.1,3.1,Pre-Profit,49%,,3.0,Yes,24%,,0%,,0%,,,2.8,,14.2,3.7
Dan,1784186,Boyish Records,09/23/2019 10:03 AM,WeFunder,https://wefunder.com/boyishrecords,https://www.sec.gov/Archives/edgar/data/1784186/000167025419000508/xslC_X01/primary_doc.xml,9/6/2019,"Boyish Records, Inc.",Boyish Records,Music,Non-Tech,Early,Pre-Seed,RegCF,,SAFE,,,,"$5,000,000",0%,Transactional,B2B,Life Style,Yes,Low,Low,No,"$2,000,000,000",$1B-$5B,"$2,000,000,000",$1B-$5B,9.0%,0%-10%,"16,021",Low,Low,Similar to others,,,Yes,No,No,No,$500,$49,$0,100.00%,Pre-Profit,,No,0,2,Yes,Yes,Yes,No,3,2,0,0,,0,0,0,37,Yes,,4,1,1,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.00,1.00,37.00,35 - 54,100.00%,,4.8,1.0,,,2.9,SAFE,36.5%,Early,,2.7,1.4,2.1,Yes,,1.2,1.4,2.0,1.5,35 - 54,67%,2,41%,2,14%,Yes,27%,Yes,Yes,No,,Transactional,63%,B2B,22%,Low,44%,Low,32%,,1.0,1.0,1.0,1.0,1.0,Pre-Profit,49%,,1.0,No,76%,,0%,,0%,,,1.7,,8.5,1.5
Dan,1777204,HelloAva,09/24/2019 10:32 AM,Republic,https://republic.co/helloava,https://www.sec.gov/Archives/edgar/data/1777204/000177720419000008/xslC_X01/primary_doc.xml,11/1/2019,"HelloAva, Inc.",HelloAva,Apparel & Fashion,FashionTech,Early,Seed,RegCF,,SAFE,,,,"$15,000,000",0%,Transactional,B2C,High Growth,Yes,Low,Low,No,"$135,000,000,000",$100B-$250B,"$5,600,000,000",$5B-$10B,4.0%,0%-10%,13,Low,Low,Obviously better than others,,,No,Yes,Yes,Yes,"$72,144","$56,156","$917,981",6.12%,Pre-Profit,,Yes,80,3,Yes,Yes,Yes,No,9,17,1,0,,4,0,0,31,Yes,,3,1,0,27,No,,3,0,0,32,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,1.00,0.00,30.00,20 - 34,6.12%,,4.5,1.0,,,2.8,SAFE,36.5%,Early,,3.0,1.4,2.2,No,,1.3,1.4,1.0,1.3,20 - 34,22%,3,6%,17,0%,Yes,27%,Yes,Yes,No,,Transactional,63%,B2C,40%,Low,44%,Low,32%,,5.0,1.0,4.8,1.2,3.0,Pre-Profit,49%,,1.0,Yes,24%,,0%,,0%,,,2.0,,10.2,2.2
Dan,1762281,Elastico Tequila Grille Co,09/27/2019 1:50 PM,Razitall,https://www.razitall.com/pitch/elastico-tequila-craft-distillery-kc-bbq,https://www.sec.gov/Archives/edgar/data/1762281/000166828719000056/xslC_X01/primary_doc.xml,9/27/2019,Elastic Tequila Grille Co,Elastico Tequila Mirco Distillery,Wine & Spirits,Non-Tech,Early,Pre-Seed,RegCF,,CAFES,,,,"$3,960,000",0%,Transactional,B2C,Life Style,Yes,Low,Low,No,"$114,200,000,000",$100B-$250B,"$27,600,000,000",$25B-$50B,4.0%,0%-10%,"7,450",Low,Low,Similar to others,,,No,No,No,No,$0,$0,"$21,700",0.00%,Pre-Product,,No,0,1,Yes,No,Yes,No,2,7,0,0,,6,2,0,27,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,2.00,0.00,27.00,20 - 34,0.00%,,4.9,1.0,,,2.9,CAFES,14.3%,Early,,3.6,1.4,2.5,No,,1.6,1.9,1.0,1.5,20 - 34,22%,1,48%,7,3%,Yes,27%,No,Yes,No,,Transactional,63%,B2C,40%,Low,44%,Low,32%,,1.0,1.0,5.0,1.0,2.0,Pre-Product,24%,,1.0,No,76%,,0%,,0%,,,2.0,,9.9,2.1
Dan,1751525,Layali,09/30/2019 10:03 AM,Republic,https://republic.co/layali,https://www.sec.gov/Archives/edgar/data/1785176/000178517619000002/xslC_X01/primary_doc.xml,12/20/2019,Layali LLC,Layali,Food & Beverages,CommerceTech,Growth,Seed,RegCF,,SAFE,,,,"$2,500,000",20%,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$21,959,000,000",$10B-$25B,"$246,655,000",$100M-$250M,9.0%,0%-10%,9,High,Low,Obviously better than others,,,No,No,Yes,Yes,"$109,413",$710,$0,100.00%,Profitable,,No,0,1,No,Yes,Yes,No,1,1,0,0,,0,1,0,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1.00,0.00,30.00,20 - 34,100.00%,,4.9,3.1,,,4.0,SAFE,36.5%,Growth,,1.9,1.4,1.7,No,,1.0,1.4,1.0,1.1,20 - 34,22%,1,48%,1,8%,No,73%,Yes,Yes,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,5.0,1.0,1.0,1.0,2.0,Profitable,5%,,3.0,No,76%,,0%,,0%,,,2.4,,11.8,2.8
Dan,1752095,Slumber Bump,10/01/2019 11:36 AM,Mr. Crowd,https://www.mrcrowd.com/company/SB,https://www.sec.gov/Archives/edgar/data/1752095/000166610219000021/xslC_X01/primary_doc.xml,10/21/2019,"Slumber Bump, LLC",Slumber Bump,"Health, Welness & Fitness",Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$5,000,000",,,Transactional,B2C,Life Style,Yes,Low,Low,No,"$84,200,000,000",$50B-$100B,"$84,200,000,000",$50B-$100B,7.0%,0%-10%,6,Low,Low,Similar to others,,,No,No,Yes,Yes,"$199,139",$840,"$36,207",2.32%,Pre-Profit,,Yes,0,1,Yes,No,No,No,2,4,0,0,,17,0,0,43,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,0.00,0.00,43.00,35 - 54,2.32%,,4.8,,,,4.8,Equity - Common,28.6%,Early,,3.9,1.4,2.7,No,,2.6,1.0,1.0,1.5,35 - 54,67%,1,48%,4,13%,Yes,27%,No,No,No,,Transactional,63%,B2C,40%,Low,44%,Low,32%,,5.0,1.0,4.9,1.0,3.0,Pre-Profit,49%,,1.0,No,76%,,0%,,0%,,,2.6,,13.0,3.3
Dan,1787006,SelenBio,10/03/2019 10:34 AM,NetCapital,https://netcapital.com/companies/selenbio,https://www.sec.gov/Archives/edgar/data/1787006/000166919120000024/xslC_X01/primary_doc.xml,1/28/2020,"SelenBio, Inc.",SelenBio,Biotechnology,BioTech,Early,Seed,RegCF,,Equity - Common,,,"$19,621,196",,,Transactional,B2B,High Growth,Yes,High,High,No,"$2,430,000,000",$1B-$5B,"$2,430,000,000",$1B-$5B,8.0%,0%-10%,12,Low,Low,Obviously better than others,,,No,Yes,Yes,Yes,"$12,142","$27,828","$1,602,500",1.74%,Pre-Profit,,Yes,0,2,Yes,No,No,No,4,2,4,0,,0,1,1,62,No,,6,0,0,43,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,1.00,1.00,52.50,35 - 54,1.74%,,4.3,,,,4.3,Equity - Common,28.6%,Early,,2.7,1.4,2.1,No,,1.3,1.4,2.0,1.6,35 - 54,67%,2,41%,2,14%,Yes,27%,No,No,No,,Transactional,63%,B2B,22%,High,56%,High,68%,,5.0,1.0,4.9,1.3,3.1,Pre-Profit,49%,,1.0,Yes,24%,,0%,,0%,,,2.4,,12.0,2.9
Dan,1784191,Avenify,10/03/2019 10:43 AM,Republic,https://republic.co/avenify,https://www.sec.gov/Archives/edgar/data/1784191/000178419119000003/xslC_X01/primary_doc.xml,11/6/2019,Avenify Corp.,Avenify,Financial Services,FinTech,Early,Pre-Seed,RegCF,,SAFE,,,,"$4,000,000",20%,Transactional,B2C,High Growth,Yes,Low,Low,No,"$106,200,000,000",$100B-$250B,"$8,240,000,000",$5B-$10B,-3.0%,< 0% (Shrinking Market),98,Low,Low,Similar to others,,,Yes,No,No,No,$0,$40,"$98,560",0.04%,Pre-Revenue,,No,0,2,No,No,No,No,2,7,0,0,,0,1,0,22,No,,0,0,0,23,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1.00,0.00,22.50,20 - 34,0.04%,,4.9,3.1,,,4.0,SAFE,36.5%,Early,,3.0,1.0,2.0,Yes,,1.0,1.4,1.0,1.1,20 - 34,22%,2,41%,7,3%,No,73%,No,No,No,,Transactional,63%,B2C,40%,Low,44%,Low,32%,,1.0,1.0,5.0,1.0,2.0,Pre-Revenue,22%,,1.0,No,76%,,0%,,0%,,,2.0,,10.1,2.1
Dan,1790207,Bright Global Ventures,10/04/2019 1:47 PM,Razitall,https://www.razitall.com/pitch/chinese-global-real-estate-investments,https://www.sec.gov/Archives/edgar/data/1790207/000166828719000059/xslC_X01/primary_doc.xml,10/4/2019,"Bright Global Ventures (DE), Inc.",Bright Global Ventures,Real Estate,Non-Tech,Early,Seed,RegCF,,CAFES,,,,"$7,920,000",0%,Transactional,B2C,Life Style,Yes,Low,Low,No,"$29,925,000,000",$25B-$50B,"$29,925,000,000",$25B-$50B,6.0%,0%-10%,565,Low,Low,Similar to others,,,No,No,No,No,$0,$0,"$50,000",0.00%,Pre-Revenue,,Yes,500,1,No,Yes,No,No,2,2,0,0,,0,0,0,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,35.00,35 - 54,0.00%,,4.7,1.0,,,2.9,CAFES,14.3%,Early,,3.6,1.4,2.5,No,,1.0,1.0,1.0,1.0,35 - 54,67%,1,48%,2,14%,No,73%,Yes,No,No,,Transactional,63%,B2C,40%,Low,44%,Low,32%,,1.0,1.0,5.0,1.0,2.0,Pre-Revenue,22%,,1.0,No,76%,,0%,,0%,,,1.9,,9.4,1.8
Dan,1787345,SunVessel,10/07/2019 10:27 AM,WeFunder,https://wefunder.com/sunvessel,https://www.sec.gov/Archives/edgar/data/1787345/000167025419000518/xslC_X01/primary_doc.xml,9/11/2019,SunVessel Corp.,SunVessel,Translation & Localisation,TransportationTech,Early,Seed,RegCF,,SAFE,,,,"$5,000,000",20%,Recurring,B2C,Life Style,Yes,Low,Low,No,"$96,200,000,000",$50B-$100B,"$96,200,000,000",$50B-$100B,16.0%,10%-20%,19,Low,Low,Similar to others,,,Yes,No,No,No,$0,"$2,243","$134,619",1.67%,Pre-Product,,No,0,1,No,No,No,No,2,3,3,0,,0,1,1,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1.00,1.00,35.00,35 - 54,1.67%,,4.8,3.1,,,4.0,SAFE,36.5%,Early,,3.9,1.7,2.8,Yes,,1.0,1.4,2.0,1.5,35 - 54,67%,1,48%,3,10%,No,73%,No,No,No,,Recurring,37%,B2C,40%,Low,44%,Low,32%,,1.0,1.0,4.9,1.0,2.0,Pre-Product,24%,,1.0,No,76%,,0%,,0%,,,2.2,,11.2,2.6
Dan,1782777,Youcanevent,10/08/2019 9:50 AM,Republic,https://republic.co/youcanevent,https://www.sec.gov/Archives/edgar/data/1782777/000178277719000002/xslC_X01/primary_doc.xml,10/8/2019,"Youcanevent, Inc.",Youcan,Events Services,CommerceTech,Growth,Series A,RegCF,,SAFE,,,,"$7,500,000",20%,Transactional,B2B/B2C,High Growth,Yes,High,Low,Yes,"$5,700,000,000",$5B-$10B,"$5,700,000,000",$5B-$10B,15.0%,10%-20%,37,High,Low,Obviously better than others,,,No,No,Yes,Yes,"$258,659","$2,390","$235,000",1.02%,Profitable,,No,0,2,Yes,No,No,No,3,7,2,0,,1,1,0,27,No,,1,0,0,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,0.00,28.50,20 - 34,1.02%,,4.8,3.1,,,3.9,SAFE,36.5%,Growth,,3.0,1.7,2.4,No,,1.1,1.4,1.0,1.2,20 - 34,22%,2,41%,7,3%,Yes,27%,No,No,No,,Transactional,63%,B2B/B2C,35%,High,56%,Low,32%,,5.0,1.1,5.0,1.0,3.0,Profitable,5%,,3.0,No,76%,,0%,,0%,,,2.7,,13.5,3.4
Dan,1787792,Fisher Wallace Laboratories,10/08/2019 10:11 AM,StartEngine,https://www.startengine.com/fisherwallace,https://www.sec.gov/Archives/edgar/data/1787792/000166516020000009/xslC_X01/primary_doc.xml,1/3/2020,"Fisher Wallace Laboratories, Inc.",Fisher Wallace Laboratories,Medical Device,MedTech,Growth,Series A,RegCF,,Equity - Common,,,"$15,000,000",,,Recurring,B2C,Life Style,Yes,Low,Low,No,"$4,323,000,000",$1B-$5B,"$4,323,000,000",$1B-$5B,6.0%,0%-10%,3,Low,Low,Similar to others,,,No,Yes,Yes,Yes,"$4,717,684","$16,694","$1,800,000",0.93%,Profitable,,No,0,2,Yes,No,No,No,2,8,2,0,,11,0,0,46,Yes,,13,0,0,64,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,0.00,0.00,55.00,55+,0.93%,,4.5,,,,4.5,Equity - Common,28.6%,Growth,,2.7,1.4,2.1,No,,2.1,1.0,1.0,1.4,55+,11%,2,41%,8,3%,Yes,27%,No,No,No,,Recurring,37%,B2C,40%,Low,44%,Low,32%,,5.0,2.0,5.0,1.3,3.3,Profitable,5%,,1.0,Yes,24%,,0%,,0%,,,2.5,,12.3,3.0
Dan,1706765,hobbyDB,10/09/2019 9:37 AM,WeFunder,https://wefunder.com/hobbydb,https://www.sec.gov/Archives/edgar/data/1706765/000167025419000538/xslC_X01/primary_doc.xml,9/20/2019,Hobbydb Corp,hobbyDB,Arts & Crafts,MarketplaceTech,Growth,Series A,RegCF,,Equity - Preferred,,,"$17,600,000",,,Transactional,B2B/B2C,High Growth,Yes,High,Low,Yes,"$450,000,000,000",$250B-$500B,"$450,000,000,000",$250B-$500B,6.0%,0%-10%,8,Low,Low,Obviously better than others,,,No,No,Yes,Yes,"$313,961","$60,738","$4,513,039",1.35%,Pre-Profit,,Yes,4,1,Yes,No,No,No,4,12,0,0,,16,2,1,50,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,2.00,1.00,50.00,35 - 54,1.35%,,4.4,,,,4.4,Equity - Preferred,7.9%,Growth,,4.4,1.4,2.9,No,,2.5,1.9,2.0,2.1,35 - 54,67%,1,48%,12,2%,Yes,27%,No,No,No,,Transactional,63%,B2B/B2C,35%,High,56%,Low,32%,,5.0,1.1,4.9,1.8,3.2,Pre-Profit,49%,,1.0,No,76%,,0%,,0%,,,2.7,,13.7,3.5
Dan,1787343,Gravatate,10/09/2019 9:42 AM,WeFunder,https://wefunder.com/gravatate.inc,https://www.sec.gov/Archives/edgar/data/1787343/000167025419000530/xslC_X01/primary_doc.xml,9/19/2019,"Gravatate, Inc.",Gravatate,Information Technology and Services,EnterpriseTech,Early,Series A,RegCF,,SAFE,,,,"$4,500,000",20%,Recurring,B2B,High Growth,Yes,High,Low,No,"$28,000,000,000",$25B-$50B,"$28,000,000,000",$25B-$50B,22.0%,20%-30%,3,Low,Low,Obviously worse than others,,,No,No,Yes,Yes,$234,"$15,035","$723,992",2.08%,Pre-Profit,,Yes,0,1,Yes,No,No,No,2,2,1,0,,7,0,0,49,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,0.00,0.00,49.00,35 - 54,2.08%,,4.9,3.1,,,4.0,SAFE,36.5%,Early,,3.6,2.1,2.9,No,,1.7,1.0,1.0,1.2,35 - 54,67%,1,48%,2,14%,Yes,27%,No,No,No,,Recurring,37%,B2B,22%,High,56%,Low,32%,,5.0,1.0,4.9,1.1,3.0,Pre-Profit,49%,,1.0,No,76%,,0%,,0%,,,2.4,,12.1,2.9
Dan,1784430,Chow420,10/11/2019 10:32 AM,StartEngine,https://www.startengine.com/chow,https://www.sec.gov/Archives/edgar/data/1784430/000166516020000130/xslC_X01/primary_doc.xml,2/14/2020,"VLISO, Inc.",Chow420,Cannabis and CBD,CommerceTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$5,040,000",,,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,"$200,000,000,000",$100B-$250B,"$200,000,000,000",$100B-$250B,16.0%,10%-20%,0,High,Low,Obviously better than others,,,No,No,Yes,Yes,$0,$0,$0,100.00%,Pre-Profit,,Yes,200,2,No,No,Yes,No,2,2,1,0,,0,0,0,28,No,,0,1,0,26,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1.00,0.00,27.00,20 - 34,100.00%,,4.8,,,,4.8,Equity - Common,28.6%,Early,,4.1,1.7,2.9,No,,1.0,1.4,1.0,1.1,20 - 34,22%,2,41%,2,14%,No,73%,No,Yes,No,,Transactional,63%,B2B/B2C,35%,High,56%,Low,32%,,5.0,1.0,1.0,1.0,2.0,Pre-Profit,49%,,3.0,No,76%,,0%,,0%,,,2.8,,13.9,3.6
Dan,1782117,Dapper Boi,10/11/2019 10:40 AM,StartEngine,https://www.startengine.com/dapper-boi,https://www.sec.gov/Archives/edgar/data/1782117/000166516020000196/xslC_X01/primary_doc.xml,3/6/2020,"Dapper Boi, Inc.",Dapper Boi,Apparel & Fashion,Non-Tech,Growth,Series A,RegCF,,Equity - Common,,,"$6,000,000",,,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$947,900,000,000",$500B-$1T,"$947,900,000,000",$500B-$1T,12.0%,10%-20%,22,Low,Low,Similar to others,,,No,No,Yes,Yes,"$334,811","$11,082","$136,000",8.15%,Pre-Profit,,No,0,2,Yes,Yes,Yes,No,4,2,0,0,,6,1,0,38,No,,6,0,0,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,1.00,0.00,34.00,20 - 34,8.15%,,4.8,,,,4.8,Equity - Common,28.6%,Growth,,4.7,1.7,3.2,No,,1.6,1.4,1.0,1.3,20 - 34,22%,2,41%,2,14%,Yes,27%,Yes,Yes,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,5.0,1.1,4.7,1.0,2.9,Pre-Profit,49%,,1.0,No,76%,,0%,,0%,,,2.7,,13.3,3.4
Dan,1785581,Clear Water Distilling,10/16/2019 10:02 AM,StartEngine,https://www.startengine.com/clearwaterdistilling,https://www.sec.gov/Archives/edgar/data/1785581/000166516020000230/xslC_X01/primary_doc.xml,3/13/2020,Clearwater Distilling Co LLC,Clear Water Distilling,Wine & Spirits,Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$7,504,410",,,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$114,200,000,000",$100B-$250B,"$27,600,000,000",$25B-$50B,4.0%,0%-10%,"7,450",Low,Low,Similar to others,,,No,No,No,No,$0,"$1,689","$54,238",3.11%,Pre-Revenue,,No,0,1,No,No,No,No,1,2,1,0,,0,0,0,45,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,45.00,35 - 54,3.11%,,4.8,,,,4.8,Equity - Common,28.6%,Early,,3.6,1.4,2.5,No,,1.0,1.0,1.0,1.0,35 - 54,67%,1,48%,2,14%,No,73%,No,No,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,1.0,1.0,4.9,1.0,2.0,Pre-Revenue,22%,,1.0,No,76%,,0%,,0%,,,2.2,,11.2,2.6
Dan,1785581,GoSun,10/16/2019 10:06 AM,StartEngine,https://www.startengine.com/gosuninc,https://www.sec.gov/Archives/edgar/data/1706024/000166516020000030/xslC_X01/primary_doc.xml,1/10/2020,GoSun Inc.,GoSun,Food Production,FoodTech,Growth,Series A,RegCF,,Equity - Common,,,"$14,029,817",,,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$46,460,000,000",$25B-$50B,"$46,460,000,000",$25B-$50B,8.0%,0%-10%,6,High,Low,Obviously better than others,,,Yes,Yes,Yes,Yes,"$1,565,135","$34,126","$565,000",6.04%,Pre-Profit,,Yes,7,1,Yes,No,No,No,2,11,1,0,,13,1,1,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,1.00,1.00,42.00,35 - 54,6.04%,,4.5,,,,4.5,Equity - Common,28.6%,Growth,,3.6,1.4,2.5,Yes,,2.2,1.4,2.0,1.9,35 - 54,67%,1,48%,11,3%,Yes,27%,No,No,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,5.0,1.3,4.8,1.1,3.1,Pre-Profit,49%,,3.0,Yes,24%,,0%,,0%,,,3.0,,15.0,4.0
Dan,1788657,Flowh,10/17/2019 9:44 AM,TruCrowd,https://us.trucrowd.com/equity/offer-summary/Flowh,https://www.sec.gov/Archives/edgar/data/1788657/000178865720000001/xslC_X01/primary_doc.xml,1/16/2020,"Flowh, Inc.",Flowh,Events Services,MediaTech,Early,Seed,RegCF,,Equity - Common,,,"$2,400,000",,,Recurring,B2C,High Growth,Yes,High,Low,No,"$5,700,000,000",$5B-$10B,"$5,700,000,000",$5B-$10B,15.0%,10%-20%,37,High,Low,Obviously worse than others,,,No,No,Yes,Yes,$635,$407,"$10,613",3.83%,Pre-Profit,,No,0,2,Yes,No,No,No,3,1,4,0,,6,0,0,34,No,,0,3,2,67,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,3.00,2.00,50.50,35 - 54,3.83%,,4.9,,,,4.9,Equity - Common,28.6%,Early,,3.0,1.7,2.4,No,,1.3,2.3,3.0,2.2,35 - 54,67%,2,41%,1,8%,Yes,27%,No,No,No,,Recurring,37%,B2C,40%,High,56%,Low,32%,,5.0,1.0,4.8,1.0,3.0,Pre-Profit,49%,,3.0,No,76%,,0%,,0%,,,3.1,,15.4,4.2
Dan,1789864,CEO Space,10/21/2019 11:43 AM,Mr. Crowd,https://www.mrcrowd.com/company/CEO,https://www.sec.gov/Archives/edgar/data/1789864/000166610219000026/xslC_X01/primary_doc.xml,12/6/2019,CEO Space International Inc.,CEO Space,Management Consulting,Non-Tech,Growth,Series A,RegCF,,Equity - Common,,,"$10,000,000",,,Transactional,B2B,Life Style,Yes,Low,Low,No,"$1,195,469,000,000",> $1T,"$1,195,469,000,000",> $1T,11.0%,10%-20%,"774,106",Low,Low,Similar to others,,,Yes,No,Yes,Yes,"$781,010","$13,407",$0,100.00%,Pre-Profit,,Yes,0,1,Yes,Yes,No,No,0,1,0,0,,12,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,0.00,0.00,42.00,35 - 54,100.00%,,4.7,,,,4.7,Equity - Common,28.6%,Growth,,5.0,1.7,3.4,Yes,,2.1,1.0,1.0,1.4,35 - 54,67%,1,48%,1,8%,Yes,27%,Yes,No,No,,Transactional,63%,B2B,22%,Low,44%,Low,32%,,5.0,1.2,1.0,1.0,2.0,Pre-Profit,49%,,1.0,No,76%,,0%,,0%,,,2.5,,12.4,3.0
Dan,1699476,PlantSnap Incorporated,10/22/2019 8:52 AM,StartEngine,https://www.startengine.com/plantsnap-inc,https://www.sec.gov/Archives/edgar/data/1699476/000166516020000044/xslC_X01/primary_doc.xml,1/17/2020,"PlantSnap, Inc.",PlantSnap,E-learning,AgriTech,Growth,Series A,RegCF,,Equity - Common,,,"$33,995,244",,,Recurring,B2B2C,High Growth,Yes,High,Low,No,"$53,600,000,000",$50B-$100B,"$53,600,000,000",$50B-$100B,7.0%,0%-10%,9,High,Low,Obviously better than others,,,No,Yes,Yes,Yes,"$2,173,483","$565,876","$615,901",91.88%,Pre-Profit,,Yes,2,1,Yes,No,No,No,2,12,0,0,,4,3,1,49,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,3.00,1.00,49.00,35 - 54,91.88%,,3.9,,,,3.9,Equity - Common,28.6%,Growth,,3.9,1.4,2.7,No,,1.4,2.3,2.0,1.9,35 - 54,67%,1,48%,12,2%,Yes,27%,No,No,No,,Recurring,37%,B2B2C,3%,High,56%,Low,32%,,5.0,1.5,1.3,1.1,2.2,Pre-Profit,49%,,3.0,Yes,24%,,0%,,0%,,,2.7,,13.7,3.5
Dan,1719648,FreeRolls Entertainment,10/24/2019 8:13 AM,WeFunder,https://wefunder.com/freerolls.poker.clubs,https://www.sec.gov/Archives/edgar/data/1719648/000167025419000591/xslC_X01/primary_doc.xml,10/11/2019,"Freerolls Entertainment, Inc.",FreeRolls Entertainment,Gambling & Casinos,Non-Tech,Pre-IPO,Series A,RegCF,,Equity - Preferred,,,"$12,400,000",,,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$487,000,000,000",$250B-$500B,"$86,100,000,000",$50B-$100B,4.0%,0%-10%,"1,957",Low,Low,Similar to others,,,No,No,Yes,Yes,"$65,185","$54,930","$1,362,263",4.03%,Pre-Profit,,Yes,1,1,No,No,Yes,No,1,41,0,0,,0,2,0,56,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,2.00,0.00,56.00,55+,4.03%,,4.6,,,,4.6,Equity - Preferred,7.9%,Pre-IPO,,3.9,1.4,2.7,No,,1.0,1.9,1.0,1.3,55+,11%,1,48%,41,0%,No,73%,No,Yes,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,5.0,1.0,4.8,1.2,3.0,Pre-Profit,49%,,1.0,No,76%,,0%,,0%,,,2.5,,12.6,3.1
