writer,cik,company,date_created,platform,platform_url,sec_filing_url,sec_filing_date,legal_name,dba,industry,tech_sector,stage,series,crowdfunding_type_1,crowdfunding_type_2,security_type,rev_share_return_multiple,debt_interest_rate,pre_money_valuation,valuation_cap,discount_rate,valuation_cap_after_discount,valuations_combined,valuations_brackets,revenue_model,distrubution_model,business_type,has_scalable_business_model,margin_level,capital_intensity_level,accelerator_program,market_size_total,market_size_total_buckets,market_size_addressable,market_size_addressable_buckets,market_growth_rate,market_growth_rate_buckets,direct_competitors,differentiation_level_quality,differentiation_level_price,how_is_it_10x_better,barriers_to_entry,threat_of_substitute_products,has_social_impact,has_patents,has_users,has_paying_customers,total_revenue,total_revenue_brackets,monthly_burn,prior_rounds_total_amount_raised,prior_rounds_total_amount_raised_buckets,monthly_burn_rate,monthly_burn_rate_of_capital_buckets,development_phase,bio_development_phase,has_partnerships,relevant_partners,founders,has_shared_experience,has_female_founders,has_minority_founders,has_famous_founders,unique_universities,employees,relevent_advisors,notable_investors,spacer founder 1,founder_1_relevant_industry_experience,founder_1_previous_startups,founder_1_exits,founder_1_age,founder_1_graduated_from_top_100,spacer founder 2,founder_2_relevant_industry_experience,founder_2_previous_startups,founder_2_exits,founder_2_age,founder_2_graduated_from_top_100,spacer founder 3,founder_3_relevant_industry_experience,founder_3_previous_startups,founder_3_exits,founder_3_age,founder_3_graduated_from_top_100,spacer founder 4,founder_4_relevant_industry_experience,founder_4_previous_startups,founder_4_exits,founder_4_age,founder_4_graduated_from_top_100,spacer founder 5,founder_5_relevant_industry_experience,founder_5_previous_startups,founder_5_exits,founder_5_age,founder_5_graduated_from_top_100,spacer founder 6,founder_6_relevant_industry_experience,founder_6_previous_startups,founder_6_exits,founder_6_age,founder_6_graduated_from_top_100,spacer founder 7,founder_7_relevant_industry_experience,founder_7_previous_startups,founder_7_exits,founder_7_age,founder_7_graduated_from_top_100,spacer founder 8,founder_8_relevant_industry_experience,founder_8_previous_startups,founder_8_exits,founder_8_age,founder_8_graduated_from_top_100,spacer founder 9,founder_9_relevant_industry_experience,founder_9_previous_startups,founder_9_exits,founder_9_age,founder_9_graduated_from_top_100,,,,
Dan,1790207,Bright Global Ventures,10/4/2019 13:47,Razitall,https://www.razitall.com/pitch/chinese-global-real-estate-investments,https://www.sec.gov/Archives/edgar/data/1790207/000166828719000059/xslC_X01/primary_doc.xml,10/4/2019,"Bright Global Ventures (DE), Inc.",Bright Global Ventures,Real Estate,Non-Tech,Early,Seed,RegCF,,CAFES,,,,"$7,920,000 ",0%,"$7,920,000 ",7920000,#NAME?,Transactional,B2C,Life Style,Yes,Low,Low,No,"$29,925,000,000 ",#NAME?,"$29,925,000,000 ",#NAME?,6.00%,#NAME?,565,Low,Low,Similar to others,,,No,No,No,No,0,#NAME?,0,"$50,000 ",#NAME?,100.00%,#NAME?,Pre-Revenue,,Yes,500,1,No,Yes,No,No,2,2,0,0,,0,0,0,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1787345,SunVessel,10/7/2019 10:27,WeFunder,https://wefunder.com/sunvessel,https://www.sec.gov/Archives/edgar/data/1787345/000167025419000518/xslC_X01/primary_doc.xml,9/11/2019,SunVessel Corp.,SunVessel,Translation & Localisation,TransportationTech,Early,Seed,RegCF,,SAFE,,,,"$5,000,000 ",20%,"$4,000,000 ",4000000,#NAME?,Recurring,B2C,Life Style,Yes,Low,Low,No,"$96,200,000,000 ",#NAME?,"$96,200,000,000 ",#NAME?,16.00%,#NAME?,19,Low,Low,Similar to others,,,Yes,No,No,No,0,#NAME?,2243,"$134,619 ",#NAME?,1.67%,#NAME?,Pre-Product,,No,0,1,No,No,No,No,2,3,3,0,,0,1,1,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1782777,Youcanevent,10/8/2019 9:50,Republic,https://republic.co/youcanevent,https://www.sec.gov/Archives/edgar/data/1782777/000178277719000002/xslC_X01/primary_doc.xml,10/8/2019,"Youcanevent, Inc.",Youcan,Events Services,CommerceTech,Growth,Series A,RegCF,,SAFE,,,,"$7,500,000 ",20%,"$6,000,000 ",6000000,#NAME?,Transactional,B2B/B2C,High Growth,Yes,High,Low,Yes,"$5,700,000,000 ",#NAME?,"$5,700,000,000 ",#NAME?,15.00%,#NAME?,37,High,Low,Obviously better than others,,,No,No,Yes,Yes,258659,#NAME?,2390,"$235,000 ",#NAME?,1.02%,#NAME?,Profitable,,No,0,2,Yes,No,No,No,3,7,2,0,,1,1,0,27,No,,1,0,0,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1787792,Fisher Wallace Laboratories,10/8/2019 10:11,StartEngine,https://www.startengine.com/fisherwallace,https://www.sec.gov/Archives/edgar/data/1787792/000166516020000009/xslC_X01/primary_doc.xml,1/3/2020,"Fisher Wallace Laboratories, Inc.",Fisher Wallace Laboratories,Medical Device,MedTech,Growth,Series A,RegCF,,Equity - Common,,,"$15,000,000 ",,,,15000000,#NAME?,Recurring,B2C,Life Style,Yes,Low,Low,No,"$4,323,000,000 ",#NAME?,"$4,323,000,000 ",#NAME?,6.00%,#NAME?,3,Low,Low,Similar to others,,,No,Yes,Yes,Yes,4717684,#NAME?,16694,"$1,800,000 ",#NAME?,0.93%,#NAME?,Profitable,,No,0,2,Yes,No,No,No,2,8,2,0,,11,0,0,46,Yes,,13,0,0,64,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1706765,hobbyDB,10/9/2019 9:37,WeFunder,https://wefunder.com/hobbydb,https://www.sec.gov/Archives/edgar/data/1706765/000167025419000538/xslC_X01/primary_doc.xml,9/20/2019,Hobbydb Corp,hobbyDB,Arts & Crafts,MarketplaceTech,Growth,Series A,RegCF,,Equity - Preferred,,,"$17,600,000 ",,,,17600000,#NAME?,Transactional,B2B/B2C,High Growth,Yes,High,Low,Yes,"$450,000,000,000 ",#NAME?,"$450,000,000,000 ",#NAME?,6.00%,#NAME?,8,Low,Low,Obviously better than others,,,No,No,Yes,Yes,313961,#NAME?,60738,"$4,513,039 ",#NAME?,1.35%,#NAME?,Pre-Profit,,Yes,4,1,Yes,No,No,No,4,12,0,0,,16,2,1,50,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1787343,Gravatate,10/9/2019 9:42,WeFunder,https://wefunder.com/gravatate.inc,https://www.sec.gov/Archives/edgar/data/1787343/000167025419000530/xslC_X01/primary_doc.xml,9/19/2019,"Gravatate, Inc.",Gravatate,Information Technology and Services,EnterpriseTech,Early,Series A,RegCF,,SAFE,,,,"$4,500,000 ",20%,"$3,600,000 ",3600000,#NAME?,Recurring,B2B,High Growth,Yes,High,Low,No,"$28,000,000,000 ",#NAME?,"$28,000,000,000 ",#NAME?,22.00%,#NAME?,3,Low,Low,Obviously worse than others,,,No,No,Yes,Yes,234,#NAME?,15035,"$723,992 ",#NAME?,2.08%,#NAME?,Pre-Profit,,Yes,0,1,Yes,No,No,No,2,2,1,0,,7,0,0,49,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1784430,Chow420,10/11/2019 10:32,StartEngine,https://www.startengine.com/chow,https://www.sec.gov/Archives/edgar/data/1784430/000166516020000130/xslC_X01/primary_doc.xml,2/14/2020,"VLISO, Inc.",Chow420,Cannabis and CBD,CommerceTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$5,040,000 ",,,,5040000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,"$200,000,000,000 ",#NAME?,"$200,000,000,000 ",#NAME?,16.00%,#NAME?,0,High,Low,Obviously better than others,,,No,No,Yes,Yes,0,#NAME?,0,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,Yes,200,2,No,No,Yes,No,2,2,1,0,,0,0,0,28,No,,0,1,0,26,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1782117,Dapper Boi,10/11/2019 10:40,StartEngine,https://www.startengine.com/dapper-boi,https://www.sec.gov/Archives/edgar/data/1782117/000166516020000196/xslC_X01/primary_doc.xml,3/6/2020,"Dapper Boi, Inc.",Dapper Boi,Apparel & Fashion,Non-Tech,Growth,Series A,RegCF,,Equity - Common,,,"$6,000,000 ",,,,6000000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$947,900,000,000 ",#NAME?,"$947,900,000,000 ",#NAME?,12.00%,#NAME?,22,Low,Low,Similar to others,,,No,No,Yes,Yes,334811,#NAME?,11082,"$136,000 ",#NAME?,8.15%,#NAME?,Pre-Profit,,No,0,2,Yes,Yes,Yes,No,4,2,0,0,,6,1,0,38,No,,6,0,0,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1785581,Clear Water Distilling,10/16/2019 10:02,StartEngine,https://www.startengine.com/clearwaterdistilling,https://www.sec.gov/Archives/edgar/data/1785581/000166516020000230/xslC_X01/primary_doc.xml,3/13/2020,Clearwater Distilling Co LLC,Clear Water Distilling,Wine & Spirits,Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$7,504,410 ",,,,7504410,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$114,200,000,000 ",#NAME?,"$27,600,000,000 ",#NAME?,4.00%,#NAME?,"7,450",Low,Low,Similar to others,,,No,No,No,No,0,#NAME?,1689,"$54,238 ",#NAME?,3.11%,#NAME?,Pre-Revenue,,No,0,1,No,No,No,No,1,2,1,0,,0,0,0,45,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1785581,GoSun,10/16/2019 10:06,StartEngine,https://www.startengine.com/gosuninc,https://www.sec.gov/Archives/edgar/data/1706024/000166516020000030/xslC_X01/primary_doc.xml,1/10/2020,GoSun Inc.,GoSun,Food Production,FoodTech,Growth,Series A,RegCF,,Equity - Common,,,"$14,029,817 ",,,,14029817,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$46,460,000,000 ",#NAME?,"$46,460,000,000 ",#NAME?,8.00%,#NAME?,6,High,Low,Obviously better than others,,,Yes,Yes,Yes,Yes,1565135,#NAME?,34126,"$565,000 ",#NAME?,6.04%,#NAME?,Pre-Profit,,Yes,7,1,Yes,No,No,No,2,11,1,0,,13,1,1,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1788657,Flowh,10/17/2019 9:44,TruCrowd,https://us.trucrowd.com/equity/offer-summary/Flowh,https://www.sec.gov/Archives/edgar/data/1788657/000178865720000001/xslC_X01/primary_doc.xml,1/16/2020,"Flowh, Inc.",Flowh,Events Services,MediaTech,Early,Seed,RegCF,,Equity - Common,,,"$2,400,000 ",,,,2400000,#NAME?,Recurring,B2C,High Growth,Yes,High,Low,No,"$5,700,000,000 ",#NAME?,"$5,700,000,000 ",#NAME?,15.00%,#NAME?,37,High,Low,Obviously worse than others,,,No,No,Yes,Yes,635,#NAME?,407,"$10,613 ",#NAME?,3.83%,#NAME?,Pre-Profit,,No,0,2,Yes,No,No,No,3,1,4,0,,6,0,0,34,No,,0,3,2,67,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1789864,CEO Space,10/21/2019 11:43,Mr. Crowd,https://www.mrcrowd.com/company/CEO,https://www.sec.gov/Archives/edgar/data/1789864/000166610219000026/xslC_X01/primary_doc.xml,12/6/2019,CEO Space International Inc.,CEO Space,Management Consulting,Non-Tech,Growth,Series A,RegCF,,Equity - Common,,,"$10,000,000 ",,,,10000000,#NAME?,Transactional,B2B,Life Style,Yes,Low,Low,No,"$1,195,469,000,000 ",#NAME?,"$1,195,469,000,000 ",#NAME?,11.00%,#NAME?,"774,106",Low,Low,Similar to others,,,Yes,No,Yes,Yes,781010,#NAME?,13407,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,Yes,0,1,Yes,Yes,No,No,0,1,0,0,,12,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1699476,PlantSnap Incorporated,10/22/2019 8:52,StartEngine,https://www.startengine.com/plantsnap-inc,https://www.sec.gov/Archives/edgar/data/1699476/000166516020000044/xslC_X01/primary_doc.xml,1/17/2020,"PlantSnap, Inc.",PlantSnap,E-learning,AgriTech,Growth,Series A,RegCF,,Equity - Common,,,"$33,995,244 ",,,,33995244,#NAME?,Recurring,B2B2C,High Growth,Yes,High,Low,No,"$53,600,000,000 ",#NAME?,"$53,600,000,000 ",#NAME?,7.00%,#NAME?,9,High,Low,Obviously better than others,,,No,Yes,Yes,Yes,2173483,#NAME?,565876,"$615,901 ",#NAME?,91.88%,#NAME?,Pre-Profit,,Yes,2,1,Yes,No,No,No,2,12,0,0,,4,3,1,49,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1719648,FreeRolls Entertainment,10/24/2019 8:13,WeFunder,https://wefunder.com/freerolls.poker.clubs,https://www.sec.gov/Archives/edgar/data/1719648/000167025419000591/xslC_X01/primary_doc.xml,10/11/2019,"Freerolls Entertainment, Inc.",FreeRolls Entertainment,Gambling & Casinos,Non-Tech,Pre-IPO,Series A,RegCF,,Equity - Preferred,,,"$12,400,000 ",,,,12400000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$487,000,000,000 ",#NAME?,"$86,100,000,000 ",#NAME?,4.00%,#NAME?,"1,957",Low,Low,Similar to others,,,No,No,Yes,Yes,65185,#NAME?,54930,"$1,362,263 ",#NAME?,4.03%,#NAME?,Pre-Profit,,Yes,1,1,No,No,Yes,No,1,41,0,0,,0,2,0,56,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1791992,Metaiye Knights,10/25/2019 10:40,StartEngine,https://www.startengine.com/metaiyeknights,https://www.sec.gov/Archives/edgar/data/1791992/000166516020000151/xslC_X01/primary_doc.xml,2/21/2020,"Metai Knights Media, Inc.",Metaiye Knights,Entertainment,MediaTech,Early,Pre-Seed,RegCF,,Equity - Preferred,,,"$8,000,000 ",,,,8000000,#NAME?,Recurring,B2B/B2C,High Growth,Yes,Low,Low,No,"$1,095,000,000 ",#NAME?,"$1,095,000,000 ",#NAME?,5.00%,#NAME?,109,High,Low,Similar to others,,,No,No,Yes,Yes,0,#NAME?,272,$0 ,#NAME?,100.00%,#NAME?,Pre-Revenue,,Yes,3,1,Yes,No,Yes,No,3,2,3,0,,2,6,0,48,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1792013,BatteryXchange,10/28/2019 11:50,Localstake,https://localstake.com/businesses/batteryxchange/preview,https://www.sec.gov/Archives/edgar/data/1792013/000179201319000001/xslC_X01/primary_doc.xml,10/28/2019,"BatteryXchange, Inc.",BatteryXchange,Consumer Elecronics,HardwareTech,Early,Pre-Seed,RegCF,,Convertible Note,,,,"$4,000,000 ",20%,"$3,200,000 ",3200000,#NAME?,Recurring,B2B/B2C,Life Style,Yes,Low,Low,No,"$16,160,000,000 ",#NAME?,"$16,160,000,000 ",#NAME?,19.00%,#NAME?,10,Low,Low,Similar to others,,,No,No,No,No,0,#NAME?,0,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,No,0,2,No,No,Yes,No,2,2,4,0,,0,0,0,30,No,,0,0,0,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1791721,Life Imaging,10/29/2019 10:35,StartEngine,https://www.startengine.com/life-scan,https://www.sec.gov/Archives/edgar/data/1791721/000166516020000052/xslC_X01/primary_doc.xml,1/27/2020,"Life Imaging Fla, Inc.",Life Imaging,Alternative Medicine,MedTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$3,000,000 ",,,,3000000,#NAME?,Transactional,B2C,Life Style,Yes,Low,High,No,"$575,000,000,000 ",#NAME?,"$575,000,000,000 ",#NAME?,7.00%,#NAME?,1,Low,Low,Similar to others,,,No,No,No,No,0,#NAME?,479,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,No,0,1,No,No,No,No,0,1,0,0,,0,2,1,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1716903,Atmos Home,10/30/2019 9:47,StartEngine,https://www.startengine.com/atmos-home,https://www.sec.gov/Archives/edgar/data/1716903/000166516020000055/xslC_X01/primary_doc.xml,1/28/2020,Atmos Home Inc.,Atmos Home,Consumer Elecronics,HardwareTech,Early,Seed,RegCF,,Convertible Note,,,,"$12,000,000 ",20%,"$9,600,000 ",9600000,#NAME?,Transactional,B2C,High Growth,Yes,Low,Low,No,"$96,120,000,000 ",#NAME?,"$96,120,000,000 ",#NAME?,12.00%,#NAME?,10,Low,Low,Similar to others,,,No,No,Yes,Yes,0,#NAME?,76711,"$1,200,000 ",#NAME?,6.39%,#NAME?,Pre-Revenue,,Yes,1,2,No,No,No,No,2,6,0,0,,0,2,1,45,No,,0,0,0,29,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1716903,Called Higher Studios,10/30/2019 9:51,StartEngine,https://www.startengine.com/called-higher-studios,https://www.sec.gov/Archives/edgar/data/1786874/000166516020000063/xslC_X01/primary_doc.xml,1/29/2020,"Called Higher Studios, Inc.",Called Higher Studios,Entertainment,Non-Tech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$1,730,000 ",,,,1730000,#NAME?,Transactional,B2C,Life Style,Yes,Low,High,No,"$101,000,000,000 ",#NAME?,"$11,400,000,000 ",#NAME?,2.00%,#NAME?,24,Low,Low,Similar to others,,,No,No,No,No,0,#NAME?,0,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,No,0,2,Yes,No,Yes,No,5,3,1,0,,0,1,0,42,No,,12,0,0,48,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1689361,Currency Tracking Technologies,10/31/2019 11:58,StartEngine,https://www.startengine.com/currency-tracking-technologies-llc,https://www.sec.gov/Archives/edgar/data/1689361/000166516020000204/xslC_X01/primary_doc.xml,3/6/2020,"Currency Tracking Technologies, LLC",Currency Tracking Technologies,Security & Investigations,RegTech,Early,Seed,RegCF,,Equity - Common,,,"$8,930,000 ",,,,8930000,#NAME?,Recurring,B2B,High Growth,Yes,High,Low,No,"$1,106,000,000 ",#NAME?,"$1,106,000,000 ",#NAME?,14.00%,#NAME?,0,High,High,Similar to others,,,Yes,Yes,No,No,0,#NAME?,561,"$360,200 ",#NAME?,0.16%,#NAME?,Pre-Product,,Yes,0,2,No,Yes,No,No,1,6,6,0,,0,0,0,70,No,,0,0,0,52,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1744851,Rhino Hide,10/31/2019 12:02,StartEngine,https://www.startengine.com/rhino-hide-inc,https://www.sec.gov/Archives/edgar/data/1744851/000166516020000047/xslC_X01/primary_doc.xml,1/24/2020,Rhino Hide LLC,Rhine Hide,Building Materials,Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$6,051,033 ",,,,6051033,#NAME?,Transactional,B2B,Life Style,Yes,Low,Low,No,"$45,850,000,000 ",#NAME?,"$45,850,000,000 ",#NAME?,12.00%,#NAME?,7,High,Low,Obviously better than others,,,No,Yes,No,No,0,#NAME?,12321,"$526,402 ",#NAME?,2.34%,#NAME?,Pre-Revenue,,Yes,0,1,Yes,No,No,No,1,3,2,0,,17,3,0,46,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1720886,Megalopolis,10/31/2019 12:06,StartEngine,https://www.startengine.com/megalopolis-city-of-collectibles,https://www.sec.gov/Archives/edgar/data/1720886/000166516020000082/xslC_X01/primary_doc.xml,1/31/2020,"Toy Overlord, Inc.",Megalopolos,Arts & Crafts,MarketplaceTech,Growth,Series A,RegCF,,Equity - Common,,,"$4,961,250 ",,,,4961250,#NAME?,Transactional,B2B/B2C,High Growth,Yes,High,Low,No,"$90,400,000,000 ",#NAME?,"$9,040,000,000 ",#NAME?,5.00%,#NAME?,8,Low,Low,Similar to others,,,No,No,Yes,Yes,749509,#NAME?,141520,"$2,006,203 ",#NAME?,7.05%,#NAME?,Pre-Profit,,Yes,4,1,Yes,No,No,No,2,12,0,0,,1,0,0,27,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1791625,Elevate Nutrition,10/31/2019 12:19,StartEngine,https://www.startengine.com/elevate-nutrition,https://www.sec.gov/Archives/edgar/data/1791625/000166516020000054/xslC_X01/primary_doc.xml,1/28/2020,Elevate Nutrition Inc.,Elevate Nutrition,"Health, Welness & Fitness",Non-Tech,Growth,Seed,RegCF,,Equity - Common,,,"$5,000,000 ",,,,5000000,#NAME?,Transactional,B2C,Life Style,Yes,Low,Low,No,"$18,300,000,000 ",#NAME?,"$18,300,000,000 ",#NAME?,13.00%,#NAME?,7,Low,Low,Similar to others,,,No,No,Yes,Yes,98314,#NAME?,341,$0 ,#NAME?,100.00%,#NAME?,Profitable,,No,0,2,Yes,Yes,No,No,1,2,0,0,,3,1,0,35,No,,3,1,0,38,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1792706,Smart Soda,11/1/2019 11:46,StartEngine,https://www.startengine.com/smart-soda,https://www.sec.gov/Archives/edgar/data/1792706/000166516020000143/xslC_X01/primary_doc.xml,2/20/2020,"SmartSoda Holdings, Inc.",Smart Soda,Food & Beverages,Non-Tech,Growth,Series A,RegCF,,Equity - Common,,,"$10,715,000 ",,,,10715000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,"$739,267,000,000 ",#NAME?,"$248,552,000,000 ",#NAME?,4.00%,#NAME?,101,Low,Low,Similar to others,,,No,No,Yes,Yes,276616,#NAME?,1844,"$114,028 ",#NAME?,1.62%,#NAME?,Profitable,,Yes,1,2,Yes,Yes,No,No,2,5,0,0,,1,0,0,39,No,,8,0,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1790042,The Lieu,11/4/2019 10:49,Republic,https://republic.co/the-lieu,https://www.sec.gov/Archives/edgar/data/1790042/000179004220000002/xslC_X01/primary_doc.xml,2/25/2020,Lieu Ltd.,The Lieu,"Health, Welness & Fitness",Non-Tech,Early,Pre-Seed,RegCF,,SAFE,,,,"$5,000,000 ",10%,"$4,500,000 ",4500000,#NAME?,Recurring,B2B,Life Style,Yes,Low,Low,Yes,"$57,200,000,000 ",#NAME?,"$11,390,000,000 ",#NAME?,8.00%,#NAME?,0,High,High,Obviously better than others,,,Yes,No,Yes,Yes,1893,#NAME?,0,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,Yes,3,2,No,Yes,Yes,No,2,2,0,0,,0,1,0,31,No,,0,0,0,27,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1790042,Ember Fund,11/4/2019 10:54,Republic,https://republic.co/ember-fund,https://www.sec.gov/Archives/edgar/data/1783580/000178358020000002/xslC_X01/primary_doc.xml,1/21/2020,Ember Fund LLC,Ember Fund,Investmend Management,FinTech,Early,Seed,RegCF,,SAFE,,,,"$5,000,000 ",15%,"$4,250,000 ",4250000,#NAME?,Transactional,B2C,High Growth,Yes,High,Low,No,"$697,000,000 ",#NAME?,"$697,000,000 ",#NAME?,5.00%,#NAME?,3,Low,Low,Similar to others,,,No,No,Yes,Yes,1710,#NAME?,2044,"$24,902 ",#NAME?,8.21%,#NAME?,Pre-Profit,,Yes,2,3,No,No,Yes,No,6,4,1,0,,0,1,1,33,Yes,,0,0,0,29,No,,0,0,0,31,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1789369,Provenance,11/5/2019 10:33,Republic,https://republic.co/provenance,https://www.sec.gov/Archives/edgar/data/1789369/000178936920000001/xslC_X01/primary_doc.xml,2/11/2020,Clee Wellness LLC,Provenance,Individual & Family Services,Non-Tech,Growth,Series A,RegCF,,SAFE,,,,"$5,000,000 ",20%,"$4,000,000 ",4000000,#NAME?,Recurring,B2C,Life Style,Yes,Low,Low,No,"$240,722,000,000 ",#NAME?,"$67,920,000,000 ",#NAME?,2.00%,#NAME?,21,Low,Low,Obviously better than others,,,Yes,No,Yes,Yes,1430801,#NAME?,6336,$0 ,#NAME?,100.00%,#NAME?,Profitable,,Yes,0,1,Yes,Yes,Yes,No,2,8,0,0,,7,0,0,49,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1706429,Wandering Barman,11/5/2019 10:39,Republic,https://republic.co/wandering-barman,https://www.sec.gov/Archives/edgar/data/1706429/000170642920000001/xslC_X01/primary_doc.xml,2/28/2020,Wandering Barman LLC,Wandering Barman,Wine & Spirits,Non-Tech,Early,Seed,RegCF,,SAFE,,,,"$5,000,000 ",20%,"$4,000,000 ",4000000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$114,200,000,000 ",#NAME?,"$5,100,000,000 ",#NAME?,3.00%,#NAME?,10,Low,Low,Similar to others,,,No,No,Yes,Yes,75515,#NAME?,323,"$104,707 ",#NAME?,0.31%,#NAME?,Profitable,,Yes,1,3,Yes,Yes,Yes,No,4,4,0,0,,0,0,0,30,No,,10,3,0,43,No,,9,2,0,43,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1792908,Apotheka Systems,11/7/2019 11:09,Fundopolis,https://fundopolis.com/raisedetails?id=9cb5cc21-8150-4f49-b910-ddd18591159e,https://www.sec.gov/Archives/edgar/data/1792908/000164460019000029/xslC_X01/primary_doc.xml,11/19/2019,Apotheka Systems Inc.,,Hospital & Health Care,MedTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$10,000,000 ",,,,10000000,#NAME?,Recurring,B2B,High Growth,Yes,High,Low,No,"$14,664,000,000 ",#NAME?,"$14,664,000,000 ",#NAME?,6.00%,#NAME?,30,Low,Low,Similar to others,,,No,Yes,Yes,No,0,#NAME?,0,$0 ,#NAME?,100.00%,#NAME?,Pre-Revenue,,No,0,1,Yes,No,Yes,No,3,14,0,0,,10,2,0,38,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1730695,Ternio BlockCard,11/8/2019 9:57,Republic,https://republic.co/ternio,https://www.sec.gov/Archives/edgar/data/1730695/000173069519000005/xslC_X01/primary_doc.xml,11/19/2019,"Ternio, LLC",Ternio BlockCard,Financial Services,FinTech,Growth,Seed,RegCF,,SAFE,,,,"$15,000,000 ",20%,"$12,000,000 ",12000000,#NAME?,Recurring,B2C,High Growth,Yes,High,Low,No,"$66,000,000,000 ",#NAME?,"$66,000,000,000 ",#NAME?,11.00%,#NAME?,5,Low,Low,Similar to others,,,No,Yes,Yes,Yes,1201406,#NAME?,4539,$0 ,#NAME?,100.00%,#NAME?,Profitable,,Yes,1,2,Yes,No,No,No,1,17,0,0,,2,1,0,37,No,,2,0,0,33,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
