week,writer,cik,company,date_created,platform,platform_url,sec_filing_url,sec_filing_date,legal_name,dba,city,industry,tech_sector,stage,series,crowdfunding_type_1,crowdfunding_type_2,security_type,rev_share_return_multiple,debt_interest_rate,pre_money_valuation,valuation_cap,discount_rate,valuation_cap_after_discount,valuations_combined,valuations_brackets,revenue_model,distrubution_model,business_type,has_scalable_business_model,margin_level,capital_intensity_level,accelerator_program,addressable_market,market_size_addressable,market_size_addressable_buckets,market_size_obtainable,market_size_obtainable_buckets,market_growth_rate,market_growth_rate_buckets,direct_competitors_buckets,differentiation_level_quality,differentiation_level_price,how_is_it_10x_better,barriers_to_entry,threat_of_substitute_products,has_social_impact,has_patents,has_users,has_paying_customers,total_revenue,total_revenue_brackets,monthly_burn,prior_rounds_total_amount_raised,prior_rounds_total_amount_raised_buckets,monthly_burn_rate,monthly_burn_rate_of_capital_buckets,development_phase,bio_development_phase,has_partnerships,relevant_partners,founders,has_shared_experience,has_female_founders,has_minority_founders,has_famous_founders,unique_universities,employees,relevent_advisors,notable_investors,spacer founder 1,founder_1_relevant_industry_experience,founder_1_exits,founder_1_age,founder_1_graduated_from_top_100,spacer founder 2,founder_2_relevant_industry_experience,founder_2_exits,founder_2_age,founder_2_graduated_from_top_100,spacer founder 3,founder_3_relevant_industry_experience,founder_3_exits,founder_3_age,founder_3_graduated_from_top_100,spacer founder 4,founder_4_relevant_industry_experience,founder_4_exits,founder_4_age,founder_4_graduated_from_top_100,spacer founder 5,founder_5_relevant_industry_experience,founder_5_exits,founder_5_age,founder_5_graduated_from_top_100,spacer founder 6,founder_6_relevant_industry_experience,founder_6_exits,founder_6_age,founder_6_graduated_from_top_100,spacer founder 7,founder_7_relevant_industry_experience,founder_7_exits,founder_7_age,founder_7_graduated_from_top_100,spacer founder 8,founder_8_relevant_industry_experience,founder_8_exits,founder_8_age,founder_8_graduated_from_top_100,spacer founder 9,founder_9_relevant_industry_experience,founder_9_exits,founder_9_age,founder_9_graduated_from_top_100,,,,,,avg_relevant_industry_experience,avg_relevant_industry_experience_brackets,sum_exits,sum_exits_brackets,avg_age,age_buckets,,Valuation/Cap,Discount Rate,Interest Rate,Return Multiple,Price Rating,Attributes - Security Type,%,Tags - Stage,,Addressable Market Size,Market Growth,Sum,Market Rating,Tags - Social Impact,,Relevant Industry Experience,Exits,Sum,Team Rating,Attributes - Founders Age,%,Attributes - # of Founders,%,Attributes - Employees,%,Attributes - Founders Worked Together,%,Tags - Female Founder,Tags - Minority Founder,Tags - Famous Founder,,Attributes - Revenue Model,%,Attributes - Distribution Model,%,Attributes - Margin,%,Attributes - Capital Intensity,%,,Has Paying Customers,Revenue,Capital Utilization,Capital Raised,Sum,Performance Rating,Attribute - Development Phase,%,,Diffrentiation Level Rating,Direct Competitors,Sum,Diffrentiation Rating,Attribute - has_patents,%,Attribute - barriers_to_entry,%,Attribute - threat_of_substitute_products,%,,,Sum,Overall Ratings (Scaled Sum)
,Dan,1794075,SkillSoniq,12/20/2019 12:21 PM,WeFunder,https://wefunder.com/skillsoniq,https://www.sec.gov/Archives/edgar/data/1794075/000167025419000700/xslC_X01/primary_doc.xml,12/06/2019,SkillSoniq Inc.,SkillSoniq,,Management Consulting,EnterpriseTech,Early,Seed,RegCF,,SAFE,,,,"$5,500,000",0%,"$5,500,000",5500000,#NAME?,Recurring,B2B,Life Style,Yes,High,Low,No,,809800000,#NAME?,809800000,#NAME?,0.12,#NAME?,10-20,Low,Low,Similar to others,,,No,Yes,Yes,Yes,"$5,882",#NAME?,1673,170166,#NAME?,0.009831576,#NAME?,Pre-Profit,,Yes,1,1,No,No,Yes,No,3,1,3,0,,0,1,42,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,1.00,,42.00,#NAME?,,#NAME?,1.0,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.0,2.0,3.0,1.8,#NAME?,100%,1,46%,1,8%,No,72%,No,Yes,No,,Recurring,40%,B2B,24%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,23%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1797125,Rumble Motors,12/23/2019 10:12 AM,StartEngine,https://www.startengine.com/rumblemotors,https://www.sec.gov/Archives/edgar/data/1797125/000166516020000254/xslC_X01/primary_doc.xml,03/19/2020,"Rumble Motors, Inc.",Rumble Motors,,Automotive,CleanTech,Growth,Seed,RegCF,,Equity - Common,,,"$12,000,000",,,,12000000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,,13110000000,#NAME?,13110000000,#NAME?,0.13,#NAME?,10-20,Low,Low,Obviously better than others,,,Yes,No,Yes,Yes,"$353,000",#NAME?,15035,0,#NAME?,1,#NAME?,Profitable,,Yes,0,2,Yes,No,No,No,1,13,0,0,,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,42.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.0,1.0,2.0,1.0,#NAME?,100%,2,46%,13,2%,Yes,28%,No,No,No,,Transactional,60%,B2B/B2C,28%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Profitable,7%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1681290,Prime Lightworks,12/23/2019 10:17 AM,StartEngine,https://www.startengine.com/primelightworks,https://www.sec.gov/Archives/edgar/data/1681290/000166516020000240/xslC_X01/primary_doc.xml,03/16/2020,Prime Lightworks Inc.,Prime Lightworks,,Defense & Space,HardwareTech,Early,Seed,RegCF,,Equity - Common,,,"$10,200,000",,,,10200000,#NAME?,Transactional,B2B,High Growth,Yes,High,High,Yes,,7591000000,#NAME?,1000000000,#NAME?,0.15,#NAME?,30-40,High,Low,Obviously worse than others,,,No,Yes,No,No,$0,#NAME?,49232,1800000,#NAME?,0.027351111,#NAME?,Pre-Product,,Yes,0,1,Yes,No,No,No,1,3,0,0,,7,0,31,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,,0.00,,31.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.7,1.0,2.7,1.5,#NAME?,100%,1,46%,3,9%,Yes,28%,No,No,No,,Transactional,60%,B2B,24%,High,53%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,3.0,#NAME?,#NAME?,#NAME?,Yes,23%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1794140,CompanionCBD,12/23/2019 10:19 AM,StartEngine,https://www.startengine.com/companioncbd,https://www.sec.gov/Archives/edgar/data/1794140/000166516019001235/xslC_X01/primary_doc.xml,12/19/2019,"Companion CBD, Inc.",CompanionCBD,,"Alcohol, Tobacco, & Recreational Drugs",Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$3,900,000",,,,3900000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,,149818000,#NAME?,149818000,#NAME?,0.53,#NAME?,30-40,Low,Low,Similar to others,,,No,No,Yes,yes,"$18,261",#NAME?,7556,238800,#NAME?,0.031641541,#NAME?,Pre-Profit,,No,0,2,Yes,No,No,No,3,3,0,0,,24,0,42,No,,20,0,46,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,,0.00,,44.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,3.1,1.0,4.1,2.6,#NAME?,100%,2,46%,3,9%,Yes,28%,No,No,No,,Transactional,60%,B2B/B2C,28%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1796599,Juna,12/27/2019 10:27 AM,Republic,https://republic.co/juna,https://www.sec.gov/Archives/edgar/data/1796599/000179659919000001/xslC_X01/primary_doc.xml,12/26/2019,Kind Collection Inc.,Juna,,"Alcohol, Tobacco, & Recreational Drugs",Non-Tech,Growth,Series A,RegCF,,SAFE,,,,"$4,000,000",20%,"$3,200,000",3200000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,,2E+11,#NAME?,10200000000,#NAME?,0.19,#NAME?,> 50,Low,Low,Similar to others,,,No,No,Yes,Yes,"$161,134",#NAME?,2150,234080,#NAME?,0.009184894,#NAME?,Profitable,,Yes,0,2,Yes,Yes,No,No,3,2,1,0,,3,1,41,No,,1,1,34,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,2.00,,37.50,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.2,3.0,4.2,2.7,#NAME?,100%,2,46%,2,16%,Yes,28%,Yes,No,No,,Transactional,60%,B2B/B2C,28%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Profitable,7%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1769091,Rocket Dollar,12/30/2019 9:49 AM,Republic,https://republic.co/rocket-dollar,https://www.sec.gov/Archives/edgar/data/1769091/000176909119000003/xslC_X01/primary_doc.xml,12/27/2019,Rocket Dollar Inc.,Rocket Dollar,,Investmend Management,FinTech,Early,Series A,RegCF,,SAFE,,,,"$20,000,000",10%,"$18,000,000",18000000,#NAME?,Recurring,B2C,High Growth,Yes,High,Low,No,,2.98E+13,#NAME?,2.98E+13,#NAME?,0.11,#NAME?,> 50,High,High,Obviously better than others,,,No,No,Yes,Yes,"$50,895",#NAME?,117207,3711000,#NAME?,0.03158367,#NAME?,Pre-Profit,,Yes,1,4,Yes,No,Yes,No,12,14,1,0,,20,2,42,Yes,,2,0,36,Yes,,9,1,35,No,,2,0,27,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25,,3.00,,35.00,#NAME?,,#NAME?,2.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.8,4.0,5.8,4.0,#NAME?,100%,4,4%,14,3%,Yes,28%,No,Yes,No,,Recurring,40%,B2C,41%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1691657,Stareable,12/30/2019 9:53 AM,Republic,https://republic.co/stareable,https://www.sec.gov/Archives/edgar/data/1691657/000169165719000001/xslC_X01/primary_doc.xml,12/26/2019,"Stareable, Inc.",Stareable,,"Media, Entertainment, Sports, & Publishing",MediaTech,Early,Seed,RegCF,,SAFE,,,,"$7,000,000",20%,"$5,600,000",5600000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,,7175000000,#NAME?,7175000000,#NAME?,0.27,#NAME?,< 5,High,Low,Obviously better than others,,,No,No,Yes,Yes,"$48,383",#NAME?,24648,700000,#NAME?,0.035211429,#NAME?,Pre-Profit,,Yes,5,2,Yes,No,No,No,1,2,3,0,,5,0,35,Yes,,3,0,35,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,,0.00,,35.00,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.4,1.0,2.4,1.3,#NAME?,100%,2,46%,2,16%,Yes,28%,No,No,No,,Transactional,60%,B2B/B2C,28%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1797650,HelloWoofy.com,12/30/2019 9:58 AM,Republic,https://republic.co/hellowoofy,https://www.sec.gov/Archives/edgar/data/1797650/000155447720000003/xslC_X01/primary_doc.xml,02/12/2020,"Woofy, Inc.",HelloWoofy.com,,Marketing & Advertising,MediaTech,Early,Seed,RegCF,,SAFE,,,,"$5,000,000",20%,"$4,000,000",4000000,#NAME?,Recurring,B2B,High Growth,Yes,High,Low,No,,84000000000,#NAME?,84000000000,#NAME?,0.2,#NAME?,< 5,High,Low,Obviously better than others,,,No,Yes,Yes,Yes,$0,#NAME?,10112,537500,#NAME?,0.018813023,#NAME?,Pre-Revenue,,No,0,3,Yes,Yes,Yes,No,3,3,4,0,,7,1,27,No,,2,0,25,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50,,1.00,,26.00,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.4,2.0,3.4,2.1,#NAME?,100%,3,4%,3,9%,Yes,28%,Yes,Yes,No,,Recurring,40%,B2B,24%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,3.0,#NAME?,#NAME?,#NAME?,Yes,23%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1788682,Hoop Tea,12/30/2019 10:45 AM,WeFunder,https://wefunder.com/hoop.tea,https://www.sec.gov/Archives/edgar/data/1788682/000167025419000710/xslC_X01/primary_doc.xml,12/06/2019,"Hoop Tea, Inc.",Hoop Tea,,"Food, Beverage, & Restaurants",Non-Tech,Early,Pre-Seed,RegCF,,Equity - Preferred,,,"$6,500,000",,,,6500000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,,17060000000,#NAME?,17060000000,#NAME?,0.06,#NAME?,> 50,Low,Low,Similar to others,,,No,No,No,No,$0,#NAME?,0,0,#NAME?,1,#NAME?,Pre-Revenue,,No,0,1,Yes,No,No,No,1,1,0,0,,6,0,47,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,0.00,,47.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Preferred,6.7%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.6,1.0,2.6,1.4,#NAME?,100%,1,46%,1,8%,Yes,28%,No,No,No,,Transactional,60%,B2B/B2C,28%,High,53%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1796295,Nuu Rez,01/02/2020 11:28 AM,TruCrowd,https://us.trucrowd.com/equity/offer-summary/NUUREZ,https://www.sec.gov/Archives/edgar/data/1796295/000179629520000003/xslC_X01/primary_doc.xml,02/27/2020,Nuu Rez Inc.,NuuRez,,Real Estate & Construction,MarketplaceTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$4,000,000",,,,4000000,#NAME?,Transactional,B2C,Life Style,Yes,High,High,No,,2.204E+11,#NAME?,47730000000,#NAME?,0.3,#NAME?,5-10,High,High,Similar to others,,,Yes,No,No,No,$0,#NAME?,9250,11000,#NAME?,0.840909091,#NAME?,Pre-Revenue,,No,0,1,Yes,Yes,Yes,No,3,1,0,0,,20,0,42,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,0.00,,42.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,2.9,1.0,3.9,2.5,#NAME?,100%,1,46%,1,8%,Yes,28%,Yes,Yes,No,,Transactional,60%,B2C,41%,High,53%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1788203,Stay Cool,01/02/2020 11:40 AM,WeFunder,https://wefunder.com/staycool,https://www.sec.gov/Archives/edgar/data/1788203/000167025419000623/xslC_X01/primary_doc.xml,10/25/2019,Stay Cool Beverages LLC,Stay Cool,,"Alcohol, Tobacco, & Recreational Drugs",Non-Tech,Early,Seed,RegCF,,SAFE,,,,"$4,000,000",10%,"$3,600,000",3600000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,,3820000000,#NAME?,3820000000,#NAME?,0.26,#NAME?,< 5,High,Low,Similar to others,,,No,No,Yes,Yes,"$57,694",#NAME?,5993,81000,#NAME?,0.073987654,#NAME?,Pre-Profit,,Yes,3,2,Yes,No,No,No,2,2,0,0,,3,0,29,Yes,,3,0,36,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,0.00,,32.50,#NAME?,,#NAME?,2.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.3,1.0,2.3,1.2,#NAME?,100%,2,46%,2,16%,Yes,28%,No,No,No,,Transactional,60%,B2B/B2C,28%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1767636,Saberation,01/02/2020 1:14 PM,Mr. Crowd,https://www.mrcrowd.com/company/SAB,https://www.sec.gov/Archives/edgar/data/1767636/000166610219000034/xslC_X01/primary_doc.xml,12/31/2019,Saberation Inc.,Saberation (SAB),,"Healthcare, Fitness, Wellness, & Pharmaceuticals",Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$2,500,000",,,,2500000,#NAME?,Recurring,B2C,Life Style,Yes,Low,Low,No,,1.096E+11,#NAME?,40860000000,#NAME?,0.04,#NAME?,> 50,High,Low,Similar to others,,,Yes,No,Yes,Yes,"$70,379",#NAME?,1840,0,#NAME?,1,#NAME?,Profitable,,No,0,1,Yes,No,Yes,No,1,2,0,0,,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,42.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.0,1.0,2.0,1.0,#NAME?,100%,1,46%,2,16%,Yes,28%,No,Yes,No,,Recurring,40%,B2C,41%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Profitable,7%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1760049,Coinseed,01/02/2020 1:17 PM,Mr. Crowd,https://www.mrcrowd.com/company/CS,https://www.sec.gov/Archives/edgar/data/1760049/000166610220000004/xslC_X01/primary_doc.xml,02/26/2020,"Coinseed, Inc.",Coinseed,,Capital Markets,FinTech,Early,Seed,RegCF,,SAFE,,,,"$6,000,000",20%,"$4,800,000",4800000,#NAME?,Transactional,B2C,High Growth,Yes,High,Low,No,,697000000,#NAME?,697000000,#NAME?,0.05,#NAME?,5-10,Low,Low,Similar to others,,,No,No,Yes,Yes,"$279,257",#NAME?,4759,63063,#NAME?,0.075464218,#NAME?,Pre-Profit,,No,0,2,Yes,No,Yes,No,3,5,0,0,,3,0,42,No,,2,0,25,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,0.00,,33.50,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.2,1.0,2.2,1.2,#NAME?,100%,2,46%,5,13%,Yes,28%,No,Yes,No,,Transactional,60%,B2C,41%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1736423,Acciyo,1/23/2020 8:49 AM,Republic,https://republic.co/acciyo,https://www.sec.gov/Archives/edgar/data/1736423/000173642320000005/xslC_X01/primary_doc.xml,01/22/2020,"Acciyo, Inc.",Acciyo,,Online Media,MediaTech,Early,Seed,RegCF,,SAFE,,,,"$3,000,000",0%,"$3,000,000",3000000,#NAME?,Recurring,B2C,High Growth,Yes,High,Low,Yes,,1.23E+11,#NAME?,1.23E+11,#NAME?,0.13,#NAME?,< 5,High,Low,Obviously better than others,,,No,No,Yes,No,$0,#NAME?,15415,320080,#NAME?,0.048159835,#NAME?,Pre-Revenue,,Yes,1,2,No,Yes,Yes,No,3,3,0,3,,0,0,29,Yes,,0,0,30,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,29.50,#NAME?,,#NAME?,1.0,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.0,1.0,2.0,1.0,#NAME?,100%,2,46%,3,9%,No,72%,Yes,Yes,No,,Recurring,40%,B2C,41%,High,53%,Low,41%,,3.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1794073,Amplified Ale Works,1/23/2020 8:56 AM,WeFunder,https://wefunder.com/amplified.ale.works,https://www.sec.gov/Archives/edgar/data/1794073/000167025420000036/xslC_X01/primary_doc.xml,01/16/2020,California Kebab PB Restaurant LLC,Amplified Ale Works,,"Food, Beverage, & Restaurants",Non-Tech,Growth,Series A,RegCF,,Equity - Preferred,,,"$11,050,000",,,,11050000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,,1.142E+11,#NAME?,27600000000,#NAME?,0.04,#NAME?,> 50,Low,Low,Similar to others,,,No,No,Yes,Yes,"$2,904,698",#NAME?,19202,925000,#NAME?,0.020758919,#NAME?,Pre-Profit,,No,0,1,Yes,No,No,No,1,50,0,0,,11,0,37,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.00,,0.00,,37.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Preferred,6.7%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.0,1.0,3.0,1.8,#NAME?,100%,1,46%,50,0%,Yes,28%,No,No,No,,Transactional,60%,B2B/B2C,28%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1795240,Elite Amateur Fight League,1/23/2020 9:09 AM,WeFunder,https://wefunder.com/eliteamateurfightleague,https://www.sec.gov/Archives/edgar/data/1795240/000167025420000021/xslC_X01/primary_doc.xml,01/14/2020,"Elite Amateur Flight League, Inc.",Elite Amateur Flight League,,"Media, Entertainment, Sports, & Publishing",Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$5,000,000",,,,5000000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,,5000000000,#NAME?,1000000000,#NAME?,0.06,#NAME?,< 5,Low,High,Obviously better than others,,,No,No,Yes,Yes,"$13,080",#NAME?,3019,99933,#NAME?,0.030210241,#NAME?,Pre-Profit,,No,0,1,Yes,No,Yes,No,0,1,1,0,,6,0,46,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,0.00,,46.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.6,1.0,2.6,1.4,#NAME?,100%,1,46%,1,8%,Yes,28%,No,Yes,No,,Transactional,60%,B2B/B2C,28%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1763323,Sinusave,1/23/2020 9:16 AM,Razitall,https://www.razitall.com/pitch/sinusave-the-drug-free-nasal-congestion-solution,https://www.sec.gov/Archives/edgar/data/1763323/000166828720000003/xslC_X01/primary_doc.xml,01/22/2020,"Actual Natural Health and Wellness Products, Inc.",Sinusave,,"Healthcare, Fitness, Wellness, & Pharmaceuticals",Non-Tech,Early,Seed,RegCF,,CAFES,,,,"$3,977,777",0%,"$3,977,777",3977777,#NAME?,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,,49540000000,#NAME?,15190000000,#NAME?,0.06,#NAME?,> 50,Low,Low,Similar to others,,,No,Yes,Yes,Yes,"$19,793",#NAME?,19211,106803,#NAME?,0.179873225,#NAME?,Pre-Profit,,No,0,1,Yes,No,No,No,1,3,0,0,,7,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,,0.00,,42.00,#NAME?,,#NAME?,1.0,,,#NAME?,CAFES,10.0%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.7,1.0,2.7,1.5,#NAME?,100%,1,46%,3,9%,Yes,28%,No,No,No,,Transactional,60%,B2B/B2C,28%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,23%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1792640,FlowerBee Group,1/27/2020 3:58 PM,Fundanna,https://fundanna.com/equity/offer-summary/FlowerBee,https://www.sec.gov/Archives/edgar/data/1792640/000179264020000003/xslC_X01/primary_doc.xml,03/04/2020,"Flowerbee Group, Inc.",FlowerBee Group Inc.,,Real Estate & Construction,Non-Tech,Early,Pre-Seed,RegCF,,Convertible Note,,,,"$2,339,270",0%,"$2,339,270",2339270,#NAME?,Recurring,B2B,Life Style,Yes,High,High,No,,2E+11,#NAME?,4710000000,#NAME?,0.16,#NAME?,5-10,High,Low,Similar to others,,,No,No,No,No,$0,#NAME?,19,0,#NAME?,1,#NAME?,Pre-Product,,No,0,1,Yes,No,No,No,1,1,0,0,,3,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,0.00,,42.00,#NAME?,,#NAME?,1.0,,,#NAME?,Convertible Note,13.3%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.3,1.0,2.3,1.2,#NAME?,100%,1,46%,1,8%,Yes,28%,No,No,No,,Recurring,40%,B2B,24%,High,53%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
